상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,묶음수량,총중량,10g당 가격,상품ID,상품URL,basename,카테고리,세부형태,주재료/맛,조리유형,섭취용도,포장방식,고객평가,is_mixed_bundle,has_gift,is_valid_for_conjoint
동원참치 포도씨유 150gx10캔,참치/연어통조림,통조림,반찬/주재료,27000,5.0,11,150,10,1500,180.0,3676423,https://www.dongwonmall.com/product/detail.do?productId=003676423,동원참치 포도씨유,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원참치 김치찌개용 250g x 5캔,참치/연어통조림,통조림,반찬/주재료,18900,5.0,11,250,5,1250,151.2,523724,https://www.dongwonmall.com/product/detail.do?productId=000523724,동원참치 김치찌개용,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,캔,,False,False,True
동원참치 마일드참치 200g x 15캔,참치/연어통조림,통조림,반찬/주재료,44250,5.0,11,200,15,3000,147.5,3676412,https://www.dongwonmall.com/product/detail.do?productId=003676412,동원참치 마일드참치,참치/통조림,플레이크형,마일드,즉석,반찬,캔,,False,False,True
동원 자연산꽁치 300g x 9캔,고등어/꽁치통조림,통조림,반찬,33400,5.0,11,300,9,2700,123.7,3646942,https://www.dongwonmall.com/product/detail.do?productId=003646942,동원 자연산꽁치,수산가공/통조림,,"해물, 꽁치",즉석,식재료,캔,,False,False,True
동원 양반 수라 한우사골곰탕 460g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,6540,4.9,11,460,3,1380,47.39,1514194,https://www.dongwonmall.com/product/detail.do?productId=001514194,동원 양반 수라 한우사골곰탕,즉석국/탕,국/탕,한우사골,전자레인지,식사대용,파우치,,False,False,True
동원 양반 수라 차돌된장찌개 460g (1~2인분),국/탕/찌개,즉석조리식품,간편식사,5500,4.9,11,460,1,460,119.57,3637714,https://www.dongwonmall.com/product/detail.do?productId=003637714,동원 양반 수라 차돌된장찌개,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,False,False,True
동원 양반 수라 차돌된장찌개 460g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,15000,5.0,11,460,3,1380,108.7,3637717,https://www.dongwonmall.com/product/detail.do?productId=003637717,동원 양반 수라 차돌된장찌개,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,False,False,True
동원 양반 진국 사골곰탕 300g (1인분) x 10개,국/탕/찌개,즉석조리식품,간편식사,13500,5.0,11,300,10,3000,45.0,1479718,https://www.dongwonmall.com/product/detail.do?productId=001479718,동원 양반 진국 사골곰탕,즉석국/탕,국/탕,한우사골,전자레인지,식사대용,파우치,,False,False,True
동원 자연산골뱅이 매실청 140g x 5캔,골뱅이/수산통조림,통조림,안주/반찬,16900,5.0,10,140,5,700,241.43,3579778,https://www.dongwonmall.com/product/detail.do?productId=003579778,동원 자연산골뱅이 매실청,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,False,False,True
동원참치 스프레드 갈릭마요 100g,참치/연어통조림,통조림,반찬/주재료,2000,4.8,10,100,1,100,200.0,3675791,https://www.dongwonmall.com/product/detail.do?productId=003675791,동원참치 스프레드 갈릭마요,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원참치 고추참치 85g x 60캔(1박스),참치/연어통조림,통조림,반찬/주재료,91200,5.0,10,85,60,5100,178.82,1478576,https://www.dongwonmall.com/product/detail.do?productId=001478576,동원참치 고추참치,참치/통조림,플레이크형,스파이시(고추소스),즉석,반찬,캔,,False,False,True
동원홈푸드 비비드키친 알룰로스 510g,올리고당/물엿/조청/꿀,당류,요리재료,8580,4.9,10,510,1,510,168.24,3698281,https://www.dongwonmall.com/product/detail.do?productId=003698281,동원홈푸드 비비드키친 알룰로스,,,확인필요,,,,,False,False,True
동원 꽁치 230g x 9캔,고등어/꽁치통조림,통조림,반찬,27000,4.8,10,230,9,2070,130.43,1360952,https://www.dongwonmall.com/product/detail.do?productId=001360952,동원 꽁치,수산가공/통조림,,"해물, 꽁치",즉석,식재료,캔,,False,False,True
동원 양반 캔갓김치 160g x 5캔,반찬/기타통조림,반찬,반찬,9500,4.9,10,160,5,800,118.75,3565769,https://www.dongwonmall.com/product/detail.do?productId=003565769,동원 양반 캔갓김치,,,확인필요,,,캔,,False,False,True
동원 양반 한우사골시래기국 460g x (1~2인분) 3개,국/탕/찌개,즉석조리식품,간편식사,12000,5.0,10,460,3,1380,86.96,3566206,https://www.dongwonmall.com/product/detail.do?productId=003566206,동원 양반 한우사골시래기국,즉석국/탕,국/탕,한우사골,전자레인지,식사대용,파우치,,False,False,True
동원 양반 수라 통다리 닭볶음탕 490g (1~2인분),국/탕/찌개,즉석조리식품,간편식사,5900,4.8,10,490,1,490,120.41,3603761,https://www.dongwonmall.com/product/detail.do?productId=003603761,동원 양반 수라 통다리 닭볶음탕,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,False,False,True
동원 양반 전통잣죽 285g,죽/스프,즉석조리식품,간편식사,2500,4.7,10,285,1,285,87.72,1478683,https://www.dongwonmall.com/product/detail.do?productId=001478683,동원 양반 전통잣죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,False,False,True
동원 저스트 노슈가 황도 슬라이스 400g x 6캔,과일/옥수수/팥,통조림,간식/요리재료,16200,4.5,10,400,6,2400,67.5,3691084,https://www.dongwonmall.com/product/detail.do?productId=003691084,동원 저스트 노슈가 황도 슬라이스,,슬라이스형,확인필요,,,캔,,False,False,True
동원 저스트 노슈가 파인애플 822g,과일/옥수수/팥,통조림,간식/요리재료,5480,4.9,10,822,1,822,66.67,3730362,https://www.dongwonmall.com/product/detail.do?productId=003730362,동원 저스트 노슈가 파인애플,,,확인필요,,,,,False,False,True
동원 Dole 후르츠칵테일 432g x 6캔,과일/옥수수/팥,통조림,간식/요리재료,16000,4.9,10,432,6,2592,61.73,3618644,https://www.dongwonmall.com/product/detail.do?productId=003618644,동원 Dole 후르츠칵테일,,,확인필요,,,캔,,False,False,True
동원 양반 버섯 야채죽 420g x 20개,죽/스프,즉석조리식품,간편식사,46900,4.0,10,420,20,8400,55.83,3645681,https://www.dongwonmall.com/product/detail.do?productId=003645681,동원 양반 버섯 야채죽,죽류,레토르트죽,야채,전자레인지,식사대용,파우치,,False,False,True
[4%적립금] 동원 빵가루 1kg x 8개(1박스),부침가루/튀김가루/빵가루,가루류,요리재료,28000,5.0,10,1000,8,8000,35.0,2255,https://www.dongwonmall.com/product/detail.do?productId=000002255,동원 빵가루,,,확인필요,,,,,False,False,True
동원 재래식압착 참기름 160ml,간장/고추장/된장/쌈장,장류,조미료,4200,5.0,9,160,1,160,262.5,1272228,https://www.dongwonmall.com/product/detail.do?productId=001272228,동원 재래식압착 참기름,,,확인필요,,,,,False,False,True
동원 리챔 더블라이트 120g x 12캔,햄/닭가슴살,가공육,반찬/주재료,25200,4.7,9,120,12,1440,175.0,3567819,https://www.dongwonmall.com/product/detail.do?productId=003567819,동원 리챔 더블라이트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,False,False,True
동원참치 마일드참치 200gx5캔,참치/연어통조림,통조림,반찬/주재료,15000,5.0,9,200,5,1000,150.0,322726,https://www.dongwonmall.com/product/detail.do?productId=000322726,동원참치 마일드참치,참치/통조림,플레이크형,마일드,즉석,반찬,캔,,False,False,True
동원 런천미트 340g x 10캔,햄/닭가슴살,가공육,반찬/주재료,30900,5.0,9,340,10,3400,90.88,1479469,https://www.dongwonmall.com/product/detail.do?productId=001479469,동원 런천미트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,False,False,True
동원 양반 수라 한우사골설렁탕 460g (1~2인분) x 10개,국/탕/찌개,즉석조리식품,간편식사,44000,5.0,9,460,10,4600,95.65,3720573,https://www.dongwonmall.com/product/detail.do?productId=003720573,동원 양반 수라 한우사골설렁탕,즉석국/탕,국/탕,한우사골,전자레인지,식사대용,파우치,,False,False,True
동원 Dole 후르츠칵테일 432g x 24캔(1박스),과일/옥수수/팥,통조림,간식/요리재료,55000,5.0,9,432,24,10368,53.05,3618651,https://www.dongwonmall.com/product/detail.do?productId=003618651,동원 Dole 후르츠칵테일,,,확인필요,,,캔,,False,False,True
동원 재래식압착 참기름 160ml x 2병,간장/고추장/된장/쌈장,장류,조미료,8000,5.0,8,160,2,320,250.0,3691515,https://www.dongwonmall.com/product/detail.do?productId=003691515,동원 재래식압착 참기름 2병,,,확인필요,,,병,,False,False,True
동원참치 뽀로로 키즈 100g x 3캔,참치/연어통조림,통조림,반찬/주재료,6000,4.4,8,100,3,300,200.0,1471182,https://www.dongwonmall.com/product/detail.do?productId=001471182,동원참치 뽀로로 키즈,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원 리챔 더블라이트 200g x 6캔,햄/닭가슴살,가공육,반찬/주재료,17400,5.0,8,200,6,1200,145.0,3610916,https://www.dongwonmall.com/product/detail.do?productId=003610916,동원 리챔 더블라이트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,False,False,True
동원 참치액 순 500gx3개,고춧가루/액젓,양념,조미료,17940,4.9,8,500,3,1500,119.6,3672127,https://www.dongwonmall.com/product/detail.do?productId=003672127,동원 참치액 순,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원 참치액 순 500gx3개,동원참치액,소스,조미료,17940,4.9,8,500,3,1500,119.6,3672127,https://www.dongwonmall.com/product/detail.do?productId=003672127,동원 참치액 순,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원 참치액 진 900g,고춧가루/액젓,양념,조미료,9980,5.0,8,900,1,900,110.89,3672112,https://www.dongwonmall.com/product/detail.do?productId=003672112,동원 참치액 진,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원 참치액 진 900g,동원참치액,소스,조미료,9980,5.0,8,900,1,900,110.89,3672112,https://www.dongwonmall.com/product/detail.do?productId=003672112,동원 참치액 진,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
양반 나주식 곰탕 460g (1~2인분),국/탕/찌개,즉석조리식품,간편식사,2250,4.8,8,460,1,460,48.91,1571293,https://www.dongwonmall.com/product/detail.do?productId=001571293,양반 나주식 곰탕,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,False,False,True
[4%적립금] 동원 저스트 노슈가 황도 슬라이스 400g x 24캔(1박스),과일/옥수수/팥,통조림,간식/요리재료,52000,4.9,8,400,24,9600,54.17,3691087,https://www.dongwonmall.com/product/detail.do?productId=003691087,동원 저스트 노슈가 황도 슬라이스,,슬라이스형,확인필요,,,캔,,False,False,True
동원 저스트 노슈가 파인애플 822gx6개,과일/옥수수/팥,통조림,간식/요리재료,26000,5.0,8,822,6,4932,52.72,3731541,https://www.dongwonmall.com/product/detail.do?productId=003731541,동원 저스트 노슈가 파인애플,,,확인필요,,,,,False,False,True
동원 지중해 황도 복숭아 820g x 6캔(1/2박스),과일/옥수수/팥,통조림,간식/요리재료,21000,4.9,8,820,6,4920,42.68,3618532,https://www.dongwonmall.com/product/detail.do?productId=003618532,동원 지중해 황도 복숭아,,,확인필요,,,캔,,False,False,True
"동원 국물의신 100g(4gx25입) 2종 각 1개(멸치,참치)",분말/액상조미료,조미료,조미료,13500,5.0,7,4,25,100,1350.0,1560694,https://www.dongwonmall.com/product/detail.do?productId=001560694,동원 국물의신 2종 각,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,False,False,True
동원 자연산골뱅이 매실청 140g,골뱅이/수산통조림,통조림,안주/반찬,3880,4.6,7,140,1,140,277.14,3579775,https://www.dongwonmall.com/product/detail.do?productId=003579775,동원 자연산골뱅이 매실청,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,False,False,True
동원 을지로골뱅이 & 진미채 300g x 2캔 / 특제간장소스,골뱅이/수산통조림,통조림,안주/반찬,13400,4.7,7,300,2,600,223.33,3600846,https://www.dongwonmall.com/product/detail.do?productId=003600846,동원 을지로골뱅이 & 진미채 특제간장소스,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,False,False,True
동원참치 야채참치 90g,참치/연어통조림,통조림,반찬/주재료,2000,5.0,7,90,1,90,222.22,3729417,https://www.dongwonmall.com/product/detail.do?productId=003729417,동원참치 야채참치,참치/통조림,플레이크형,야채,즉석,반찬,캔,,False,False,True
동원 을지로골뱅이 & 진미채 300g x 10캔 / 특제간장소스,골뱅이/수산통조림,통조림,안주/반찬,62800,5.0,7,300,10,3000,209.33,3600862,https://www.dongwonmall.com/product/detail.do?productId=003600862,동원 을지로골뱅이 & 진미채 특제간장소스,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,False,False,True
동원참치 스프레드 체다치즈 100g,참치/연어통조림,통조림,반찬/주재료,2000,5.0,7,100,1,100,200.0,3675824,https://www.dongwonmall.com/product/detail.do?productId=003675824,동원참치 스프레드 체다치즈,참치/통조림,플레이크형,치즈,즉석,반찬,캔,,False,False,True
동원참치 마일드 150g x 5캔,참치/연어통조림,통조림,반찬/주재료,13500,5.0,7,150,5,750,180.0,322720,https://www.dongwonmall.com/product/detail.do?productId=000322720,동원참치 마일드,참치/통조림,플레이크형,마일드,즉석,반찬,캔,,False,False,True
동원 자연산골뱅이탕(얼큰한국물) 300g,골뱅이/수산통조림,통조림,안주/반찬,4900,4.6,7,300,1,300,163.33,991122,https://www.dongwonmall.com/product/detail.do?productId=000991122,동원 자연산골뱅이탕,즉석국/탕,국/탕,"해물, 골뱅이",전자레인지,식사대용,캔,,False,False,True
동원참치 DHA 250g x 3캔,참치/연어통조림,통조림,반찬/주재료,11700,5.0,7,250,3,750,156.0,1479451,https://www.dongwonmall.com/product/detail.do?productId=001479451,동원참치 DHA,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원 리챔 순닭가슴살 135g x 8개,햄/닭가슴살,가공육,반찬/주재료,16800,4.9,7,135,8,1080,155.56,3688567,https://www.dongwonmall.com/product/detail.do?productId=003688567,동원 리챔 순닭가슴살,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,False,False,True
[4%적립금] 동원 화끈한골뱅이 400g x 24개(1박스),골뱅이/수산통조림,통조림,안주/반찬,149000,5.0,7,400,24,9600,155.21,3698221,https://www.dongwonmall.com/product/detail.do?productId=003698221,동원 화끈한골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,False,False,True
동원참치 마일드참치 200g x 3캔,참치/연어통조림,통조림,반찬/주재료,9300,5.0,7,200,3,600,155.0,3642003,https://www.dongwonmall.com/product/detail.do?productId=003642003,동원참치 마일드참치,참치/통조림,플레이크형,마일드,즉석,반찬,캔,,False,False,True
동원 떡볶이의신 더매운 컵떡볶이 160g x 10개,떡볶이/떡류,떡류,간식,23900,5.0,7,160,10,1600,149.38,3605687,https://www.dongwonmall.com/product/detail.do?productId=003605687,동원 떡볶이의신 더매운 컵떡볶이,,,확인필요,,,용기/트레이,,False,False,True
동원 김치찌개용 꽁치 300g x 6캔,고등어/꽁치통조림,통조림,반찬,25800,5.0,7,300,6,1800,143.33,3568984,https://www.dongwonmall.com/product/detail.do?productId=003568984,동원 김치찌개용 꽁치,즉석국/탕,국/탕,"해물, 꽁치",전자레인지,식사대용,캔,,False,False,True
